segment_id,latitude,longitude,upstream_npdes_count,upstream_npdes_pfas_count,nearest_pfas_facility_km,upstream_discharge_volume_m3,pfas_industry_density,afff_site_nearby,wwtp_upstream,landfill_upstream,mean_annual_flow_m3s,low_flow_7q10_m3s,stream_order,watershed_area_km2,baseflow_index,mean_velocity_ms,pct_urban,pct_agriculture,pct_forest,pct_impervious,population_density,airport_within_10km,fire_training_site,ph,temperature_c,dissolved_organic_carbon_mgl,total_organic_carbon_mgl,conductivity_us_cm,water_pfas_ng_l
seg_000116,43.48445776867963,-75.34308992430971,0,0,41.6,492.0,0.245,0,0,0,11.87,2.156,6,562.5,0.293,0.661,10.3,39.4,54.2,6.2,1.7,0,0,7.34,22.0,3.68,4.1,97.2,1.13
seg_000117,29.291111354378824,-119.2442154346585,0,0,8.48,6855.0,0.128,0,0,0,10.14,0.852,2,213.1,0.556,0.883,29.8,26.4,32.8,21.2,178.3,0,0,7.1,20.0,1.81,2.21,873.4,3.75
seg_000118,45.52885696526949,-119.7381888006258,4,0,28.86,37506.0,0.377,0,1,0,1.22,0.281,1,45.0,0.665,0.384,27.6,49.3,20.3,10.6,93.7,0,0,7.1,14.0,7.45,7.88,315.7,4.41
seg_000119,37.40487156405997,-109.76366233388775,0,0,45.28,627.0,0.011,0,0,1,56.9,7.984,5,1336.5,0.204,1.449,11.5,42.9,34.1,5.0,10.4,0,0,6.88,14.9,1.93,2.67,560.0,2.5
seg_000120,43.57112356877344,-74.26356837186837,0,0,24.76,590.0,0.465,0,0,1,28.64,3.83,5,865.4,0.632,0.894,25.9,44.3,31.7,19.6,0.5,0,0,6.84,23.8,1.42,2.05,128.4,6.6
seg_000121,45.61009989824034,-117.52365006573706,3,0,45.28,14479.0,0.862,0,0,0,13.15,2.571,4,325.6,0.334,1.79,63.8,48.5,0.0,28.3,4.3,0,0,6.93,14.5,2.24,3.22,336.1,5.48
seg_000122,32.31407992435287,-83.24018544760811,1,0,57.81,8055.0,3.74,0,0,1,13.87,3.348,3,328.6,0.308,1.84,23.1,38.5,41.6,11.1,3.9,0,0,7.49,12.6,1.43,1.6,2340.7,14.96
seg_000123,27.531194264136566,-119.13239406244001,2,0,5.73,17490.0,1.273,0,1,0,2.72,0.153,1,43.7,0.245,1.836,23.8,14.1,54.2,15.5,0.3,0,0,6.4,19.3,6.03,6.75,251.5,16.93
seg_000124,30.242508738464657,-88.85800448262613,3,0,10.97,4258.0,0.047,0,0,0,0.68,0.042,1,21.0,0.315,1.334,12.8,44.2,46.0,6.5,2.4,0,0,7.16,25.0,3.94,5.87,228.1,3.26
seg_000125,34.8234791384039,-104.3480966510896,0,0,27.59,569546.0,0.089,0,1,0,35.44,2.622,6,593.9,0.566,1.005,45.3,48.8,0.0,34.2,14.8,0,0,7.42,18.0,0.62,0.86,98.3,4.54
seg_000126,43.81433961621734,-79.24299014797971,1,0,8.95,1618.0,0.079,0,0,0,1.22,0.32,1,13.8,0.799,0.26,26.9,55.9,17.6,10.9,29.2,0,0,6.13,26.3,1.29,1.31,115.4,15.13
seg_000127,44.7968034148959,-111.4459539681289,5,0,85.1,19208.0,0.409,0,0,0,9.64,2.543,2,373.3,0.541,1.535,31.9,67.1,0.0,18.9,23.0,0,0,6.63,20.5,1.22,1.53,244.4,2.8
seg_000128,25.159899002217387,-87.92629389538233,1,0,6.48,1442.0,0.024,0,0,0,56.72,11.889,4,1932.0,0.563,0.269,27.9,42.5,33.5,14.1,132.1,1,0,6.56,14.5,3.07,4.04,319.6,1.61
seg_000129,36.74718795928401,-111.33041299459867,4,0,13.25,257.0,1.382,0,0,0,16.82,1.034,4,305.9,0.434,0.447,21.4,33.5,52.3,11.7,3.2,0,0,6.75,23.0,3.05,3.34,221.8,12.63
seg_000130,34.600453072421914,-83.60770357949508,3,0,155.05,2890.0,0.032,0,1,0,10.97,2.608,2,366.1,0.223,1.701,3.4,32.7,56.9,2.3,1.8,0,0,6.81,31.2,4.78,5.44,202.5,4.53
seg_000131,30.108479640826797,-74.32667399547657,5,0,6.29,2429.0,0.248,0,1,0,3.27,0.873,2,20.3,0.639,1.722,13.0,35.2,65.8,7.1,991.7,0,0,6.84,12.5,6.3,9.36,461.6,6.17
seg_000132,27.756903448674706,-117.64549565064792,1,1,17.87,146307.0,1.122,0,1,1,2.21,0.615,2,109.2,0.247,0.926,31.1,56.5,0.0,21.4,6.8,0,0,6.6,16.6,2.15,3.05,206.0,34.5
seg_000133,32.765148942283446,-74.73745006146079,5,1,11.3,9101.0,1.482,0,1,0,26.55,6.653,2,340.1,0.631,1.468,30.6,27.1,33.1,11.1,558.9,0,0,6.8,29.6,4.47,4.5,407.0,4.32
seg_000134,46.686923189987944,-90.57263524397072,1,0,49.79,686.0,0.313,0,0,0,46.75,7.58,4,2214.8,0.701,0.518,36.0,73.4,0.0,16.0,49.7,1,0,7.17,18.2,1.78,2.3,554.2,3.19
seg_000135,32.43366743647737,-117.6275915297126,7,0,10.88,5263.0,0.335,0,1,1,17.0,2.799,1,137.2,0.334,1.804,36.7,18.4,50.1,27.0,13.6,0,0,7.14,21.1,13.32,16.04,317.2,8.54
seg_000136,36.93218430009742,-100.2025723891367,2,0,5.28,560.0,0.506,0,0,0,172.97,30.143,4,6377.1,0.665,1.343,10.3,64.6,27.5,4.4,36.2,0,0,6.76,29.8,3.88,4.95,381.5,1.28
seg_000137,41.16943605458909,-115.67010297786432,6,0,81.15,2001.0,0.262,0,1,1,2.87,0.484,1,43.1,0.747,1.73,23.8,39.2,30.4,7.5,342.9,0,0,7.51,16.4,3.99,5.55,123.4,12.11
seg_000138,33.36348085472376,-84.37982244573897,4,0,11.46,33581.0,0.196,0,1,0,6.97,1.244,1,337.4,0.535,0.845,25.8,70.3,0.0,13.6,79.2,0,0,7.79,22.0,0.67,0.69,117.9,9.54
seg_000139,47.3509879025821,-80.98564820375893,3,0,36.08,10194.0,0.706,0,0,0,15.38,1.082,1,295.1,0.456,0.176,32.7,51.9,20.1,15.3,0.7,1,0,7.33,17.9,2.26,3.09,433.2,10.78
seg_000140,47.13628778366856,-118.86380182417766,2,0,10.3,138.0,0.452,0,1,1,35.7,9.056,1,242.1,0.531,1.987,25.3,23.4,41.7,12.3,46.3,0,0,7.24,17.0,9.44,13.04,364.9,3.81
seg_000141,30.790992803983375,-95.64388854371063,3,0,5.9,722.0,0.329,0,0,1,60.91,3.09,4,396.4,0.683,1.548,24.5,64.6,22.3,11.7,46.6,0,0,6.7,14.0,1.21,1.59,941.4,3.79
seg_000142,36.43671563552486,-77.7517467504968,4,0,48.65,858.0,0.053,0,0,0,3.97,0.229,2,172.8,0.57,0.416,28.0,29.2,33.3,11.9,626.6,0,0,6.78,24.9,16.73,19.54,376.2,4.42
seg_000143,31.920201125785702,-70.7025435900422,1,0,1.72,837.0,0.036,0,0,0,26.67,1.51,1,216.9,0.539,1.316,46.9,85.1,0.0,32.3,867.9,0,0,6.39,15.4,13.12,16.16,68.0,10.84
seg_000144,31.551331370681755,-95.21596372897734,4,1,12.1,6884.0,0.358,0,0,0,11.97,3.293,1,506.0,0.443,1.897,22.2,69.0,14.8,7.2,43.6,0,0,6.52,20.9,4.08,5.01,377.4,6.98
seg_000145,25.848399789154254,-69.8838050305384,4,0,45.43,26397.0,0.483,0,0,0,26.33,7.87,4,309.6,0.216,1.807,47.5,54.8,16.8,26.3,55.9,0,0,8.58,16.2,7.85,8.53,245.6,2.6
seg_000146,39.01997968153763,-93.93003971355027,1,1,21.53,2106.0,0.536,0,0,1,6.12,0.761,2,106.7,0.288,1.886,27.5,81.0,0.0,15.3,63.8,0,0,7.23,11.3,3.6,4.23,206.5,9.3
seg_000147,36.56161753426382,-102.13695131320534,7,0,35.09,1413.0,1.126,0,1,1,23.76,1.934,1,1168.0,0.507,0.309,30.8,47.4,22.9,10.0,1490.1,0,0,7.62,16.8,5.49,7.34,351.3,7.71
seg_000148,26.184011278749754,-75.80421854393207,9,0,2.07,21384.0,0.847,0,1,1,164.01,8.977,2,6170.7,0.588,1.723,48.9,76.3,0.0,14.8,411.4,0,0,7.5,28.2,4.91,5.21,411.8,3.97
seg_000149,31.40886867744206,-96.40700279343083,2,1,41.57,6357.0,0.076,1,0,0,8.53,2.35,2,98.7,0.308,1.794,27.2,31.7,25.4,15.2,65.6,1,0,8.14,15.1,3.01,4.02,39.0,105.43
seg_000150,45.89011537723304,-97.62965438725766,5,0,5.66,1492.0,0.791,0,1,1,11.93,1.663,2,204.8,0.607,0.444,34.0,62.9,13.7,24.0,1.4,0,0,6.54,16.5,1.9,2.74,209.9,18.86
seg_000151,30.509923485340366,-96.56187561422996,3,0,49.62,1624.0,0.564,0,0,0,8.43,1.46,1,222.7,0.514,1.444,26.3,50.5,42.7,10.3,35.2,0,0,6.99,14.2,3.02,3.93,314.2,4.37
seg_000152,28.332582058098133,-75.88646989155477,5,0,24.92,1937.0,0.88,0,0,0,3.45,0.496,2,154.7,0.602,1.416,50.7,36.3,32.2,16.1,143.9,1,0,7.32,19.1,2.02,2.6,97.2,16.02
seg_000153,36.257413486383946,-76.74739058209298,3,1,40.32,33995.0,0.927,0,0,0,15.37,4.253,3,568.5,0.516,1.408,41.7,43.4,16.0,19.6,13.4,0,0,6.92,21.3,2.14,2.9,201.4,4.75
seg_000154,47.66996044454382,-101.59584043846775,2,0,7.18,7682.0,0.212,0,0,0,56.75,14.649,6,2058.8,0.457,1.188,24.4,41.2,54.8,12.1,127.4,0,0,7.0,16.8,7.17,8.56,417.6,3.66
seg_000155,30.56727124476451,-105.66860812750954,6,0,15.1,182964.0,0.153,0,1,0,34.93,9.573,1,740.5,0.389,0.552,42.9,62.5,4.0,20.9,797.9,0,0,7.24,13.3,2.12,3.12,98.4,5.93
seg_000156,40.459117590335204,-96.4681746057305,1,0,48.6,11286.0,0.402,0,0,0,12.59,1.982,3,433.6,0.3,0.304,24.4,63.8,1.4,19.0,8.0,0,0,7.24,17.9,2.98,3.93,465.6,2.86
seg_000157,42.517251152560505,-91.77919443524767,4,0,72.51,647.0,0.177,0,0,1,8.14,0.849,1,104.1,0.252,0.567,31.8,37.3,18.7,10.8,19.7,0,0,8.0,18.5,5.57,8.23,331.1,2.84
seg_000158,30.46566351182519,-111.17644178357618,5,0,7.71,161.0,0.215,0,1,0,2.58,0.518,1,79.1,0.714,1.837,16.9,91.2,0.0,8.6,1.1,0,0,6.98,9.0,1.86,2.48,183.1,7.22
seg_000159,41.74897601807277,-78.95060508649574,5,0,44.2,1314.0,0.037,0,1,0,24.5,2.519,2,740.3,0.526,0.529,25.0,69.1,0.0,10.9,227.3,0,0,7.91,18.8,2.99,3.44,329.4,11.17
seg_000160,33.459012052542825,-96.78399958751947,2,0,3.45,135.0,2.376,0,0,0,17.53,2.302,4,630.4,0.793,0.92,52.0,68.5,0.0,27.6,70.6,0,0,7.6,23.8,1.45,1.51,580.2,16.62
seg_000161,39.543034103652325,-105.62535819164235,3,0,16.64,808.0,0.185,0,1,0,25.58,7.324,2,407.3,0.706,0.938,18.5,71.7,0.8,8.7,1.0,0,0,7.53,12.0,7.2,7.65,128.4,4.32
seg_000162,39.57118334750058,-118.80438240808854,1,0,83.77,3545.0,0.757,0,0,0,12.48,3.341,5,128.0,0.27,1.856,16.5,35.1,49.5,5.9,23.6,0,0,7.44,17.0,2.5,2.62,58.1,3.45
seg_000163,37.32281773371945,-111.1469806965908,2,0,87.09,324.0,2.492,0,1,0,3.12,0.497,3,151.4,0.723,0.319,42.0,55.2,1.7,20.1,28.3,0,0,7.22,19.3,2.22,2.37,665.7,27.81
seg_000164,27.07666471125139,-69.94169203815295,10,0,10.56,22311.0,1.739,0,0,0,2.3,0.299,1,27.3,0.666,1.009,12.6,34.6,69.1,9.0,0.3,0,0,7.35,12.4,2.76,3.3,830.6,10.14
seg_000165,44.21195739855247,-107.30421816446746,1,0,6.43,1146.0,0.502,0,0,0,70.13,13.655,3,1414.6,0.793,1.638,35.1,78.3,0.0,18.9,20.2,0,0,7.13,10.5,1.94,2.78,426.3,6.74
seg_000166,32.377941494349926,-115.20616121671195,9,0,4.86,23201.0,0.387,0,0,0,8.48,2.041,2,374.8,0.733,0.217,9.1,65.6,19.0,6.5,3.0,0,0,6.22,14.9,2.98,3.39,219.4,5.59
seg_000167,29.289925739196647,-98.2809780840104,1,0,19.67,501.0,0.185,0,0,0,17.92,1.766,4,568.9,0.414,1.517,33.8,45.4,9.0,17.0,10.0,1,0,7.58,14.6,6.86,9.04,865.3,5.45
seg_000168,25.93782825575957,-107.18891088510557,2,0,2.9,15150.0,0.988,0,1,0,6.75,1.869,1,99.2,0.585,0.279,14.1,89.9,0.0,5.4,3.8,0,0,7.31,22.4,5.08,6.86,191.8,22.68
seg_000169,38.59053769332956,-122.96076348427074,0,0,13.24,1179.0,0.206,0,0,0,5.4,0.523,1,143.6,0.582,0.959,11.2,54.4,51.3,7.6,0.9,0,0,6.95,6.5,2.39,3.24,327.7,4.67
seg_000170,40.5839803223725,-106.2575773977938,2,1,0.51,2477.0,0.056,0,0,0,24.78,5.019,3,1061.7,0.765,0.4,3.5,50.4,48.3,2.5,75.3,0,0,7.79,22.9,1.2,1.79,157.8,21.36
seg_000171,25.38152006534069,-93.44169981151083,2,0,9.01,935.0,0.174,0,0,0,17.45,3.272,3,864.2,0.304,0.841,14.3,43.0,22.2,9.2,24.8,0,0,7.66,12.7,4.41,4.83,929.6,4.32
seg_000172,36.77814034088346,-93.00068242284192,4,0,69.16,2685.0,0.189,0,0,0,365.58,48.343,3,12407.6,0.465,0.171,37.4,37.6,30.8,18.8,88.1,0,0,6.93,20.7,2.36,2.94,1067.8,1.93
seg_000173,30.209402829552573,-104.31958257174045,3,0,17.77,11430.0,0.634,0,0,0,19.39,3.69,1,318.2,0.549,1.7,45.8,35.3,38.0,30.7,356.3,0,0,7.37,25.7,16.63,18.49,100.8,5.11
seg_000174,39.83897417941735,-99.05644013734917,2,0,2.3,198.0,0.093,0,0,0,12.58,3.396,1,522.7,0.204,0.354,26.5,69.6,0.0,16.0,9.2,0,0,7.89,32.0,2.68,3.74,98.9,6.04
seg_000175,29.010427867114803,-68.99996074238355,3,0,31.22,339541.0,0.191,0,0,0,56.6,7.506,5,2343.0,0.288,0.456,8.5,59.1,38.4,5.9,393.6,0,0,7.35,15.8,8.71,9.39,106.0,1.75
seg_000176,40.89156797635672,-103.11378832064193,2,0,93.46,267236.0,0.04,0,1,0,15.35,4.165,2,691.1,0.588,0.971,34.5,47.8,19.3,20.1,20.9,1,0,6.69,18.5,1.14,1.32,209.9,6.42
seg_000177,33.89491296491236,-110.02284483092099,6,0,18.68,1314.0,0.943,0,1,0,7.4,0.486,2,82.4,0.483,0.137,14.5,70.3,21.8,10.7,213.7,0,0,6.68,13.5,4.75,6.89,1493.7,7.35
seg_000178,46.54478974094489,-110.87891144412791,2,1,29.37,30743.0,0.645,0,1,0,40.41,7.413,4,866.0,0.355,1.85,18.6,47.4,50.7,8.7,11.6,0,0,7.24,18.9,4.75,5.68,113.8,5.0
seg_000179,28.162981715357844,-98.44965246316022,6,0,75.55,390.0,0.288,0,0,0,1.4,0.173,1,21.7,0.314,0.886,17.4,40.6,27.8,11.6,8.2,0,0,8.13,22.2,4.06,4.64,612.5,2.65
seg_000180,32.844526074155944,-80.94783137441725,5,1,16.3,135.0,0.281,0,0,0,4.65,1.315,3,68.5,0.653,1.107,43.3,61.3,0.0,21.5,213.2,0,0,7.49,7.5,1.94,2.31,382.6,8.98
seg_000181,27.60989098853355,-113.05268531706855,2,0,32.77,157777.0,0.091,1,1,0,3.59,0.222,1,77.0,0.498,1.752,59.3,25.3,3.2,33.9,19.5,1,0,7.13,25.3,3.39,4.12,104.1,23.28
seg_000182,46.267953220406945,-83.86082462583545,3,0,8.91,19964.0,0.336,0,1,0,7.37,0.403,1,52.6,0.373,1.195,45.8,50.0,0.0,23.9,84.9,0,0,7.8,17.7,2.33,2.66,232.3,148.22
seg_000183,45.178805127762566,-123.77331024573385,5,0,98.21,5481.0,1.187,0,1,0,7.29,1.84,3,314.6,0.405,0.251,28.0,53.5,18.1,20.9,46.8,0,0,7.33,9.4,2.53,3.12,164.2,7.99
seg_000184,30.93265743744858,-100.70188727693113,5,0,21.02,18696.0,0.075,0,0,0,8.33,1.956,1,360.9,0.658,1.626,21.0,46.9,28.1,15.9,29.0,0,0,7.2,23.3,4.0,4.38,259.8,2.65
seg_000185,40.179633058786116,-79.99982621823837,3,0,59.94,990.0,0.749,0,1,0,4.97,0.441,4,236.0,0.425,1.84,24.7,60.6,36.8,12.8,53.8,0,0,7.47,27.7,3.18,4.75,226.2,9.53
seg_000186,43.79611060462796,-105.35348856508298,2,1,21.23,5247.0,0.024,0,1,0,7.6,2.169,2,62.0,0.436,1.636,10.7,44.7,53.8,5.6,2.6,0,0,7.2,23.8,2.49,3.13,506.6,11.86
seg_000187,37.769618666787636,-92.30324811616683,3,1,33.11,5874.0,0.187,1,1,0,2.1,0.563,2,64.3,0.51,0.461,15.7,46.8,26.8,9.0,1363.3,0,0,7.22,23.6,5.73,8.23,255.5,68.75
seg_000188,37.18196330218815,-113.11120449609717,1,0,14.64,202.0,0.938,0,0,0,24.32,2.693,4,128.7,0.236,1.014,49.1,49.4,12.9,18.4,32.8,1,0,7.57,10.3,7.84,9.06,228.0,6.1
seg_000189,30.56260269071039,-81.964267314682,3,0,74.87,36452.0,0.294,0,1,0,80.72,17.847,3,2545.8,0.632,0.669,39.0,44.8,24.5,29.0,3.8,0,0,7.49,21.0,1.71,2.44,144.3,3.75
seg_000190,27.14136365953568,-121.96781201041195,2,0,31.23,1604.0,0.606,0,0,0,10.8,1.697,2,101.3,0.254,1.236,29.8,41.8,34.8,19.8,100.5,0,0,6.78,16.5,2.16,2.52,318.9,4.65
seg_000191,45.63596243292652,-75.55252659722098,4,0,0.6,356.0,0.055,0,0,0,29.53,5.617,2,660.9,0.732,1.691,22.9,57.1,23.7,11.9,4.1,1,0,7.05,15.7,1.99,2.16,655.0,15.24
seg_000192,45.7096153147566,-113.50460958754324,4,0,0.47,133744.0,0.575,0,1,0,14.14,3.503,1,276.7,0.525,0.86,20.5,29.4,50.8,6.8,17.3,0,0,7.65,21.6,4.72,5.99,439.8,20.59
seg_000193,39.56133351728516,-74.28491416091681,1,2,12.89,56618.0,1.41,0,1,0,3.96,0.823,1,78.8,0.765,1.225,21.7,25.9,42.8,10.9,77.5,0,1,7.9,15.3,10.64,15.61,264.2,76.54
seg_000194,32.79768519412011,-104.55330400457,6,0,3.64,2535.0,0.818,0,0,0,19.11,1.405,2,260.5,0.441,0.119,23.0,34.3,35.1,7.2,1.2,0,0,7.24,17.6,5.92,7.32,176.7,9.6
seg_000195,33.0318202160912,-83.08435268047978,2,0,37.78,259.0,0.289,0,0,0,1.4,0.282,1,13.6,0.79,0.766,41.6,65.6,0.0,15.0,11.4,1,0,6.87,23.7,10.1,13.98,728.3,5.07
seg_000196,41.69698061401551,-106.48493272840106,7,0,11.66,13545.0,1.172,0,0,0,8.22,0.792,2,47.1,0.566,1.28,34.3,26.8,46.9,25.2,11.7,0,0,6.96,27.7,5.31,6.68,132.6,14.07
seg_000197,45.63353597890927,-72.45712306839044,1,1,23.23,4796.0,0.428,0,0,1,10.37,1.675,2,402.5,0.274,1.982,26.9,27.8,45.5,12.6,8.3,1,0,7.04,18.0,1.46,2.11,156.6,24.58
seg_000198,45.402987758097694,-117.65504671993429,2,0,5.75,261835.0,0.852,0,0,0,1.99,0.296,1,92.2,0.538,0.629,16.3,38.4,42.4,12.6,2.7,0,0,6.94,19.7,2.28,2.59,163.2,9.39
seg_000199,42.937137554725346,-114.64585222218928,2,0,8.48,62353.0,0.12,0,0,0,5.63,0.399,1,254.9,0.231,0.432,33.6,25.0,34.0,13.3,6.2,0,0,6.91,12.3,3.5,5.06,740.5,12.33
seg_000200,39.76672786154862,-96.40425274078947,1,0,17.23,1287.0,0.118,1,0,0,7.55,0.565,3,253.1,0.464,1.802,31.8,65.4,19.9,18.2,127.6,0,0,7.02,16.7,2.75,3.06,286.8,14.49
seg_000201,26.935219194886123,-120.24757053578753,2,0,32.85,60356.0,0.702,0,0,0,12.95,3.197,1,135.3,0.604,1.169,18.8,73.0,8.0,12.0,376.3,0,0,7.0,33.5,1.84,2.48,167.6,7.0
seg_000202,28.717460424176117,-113.63314928729781,4,0,5.08,55703.0,0.52,0,0,0,2.89,0.562,2,88.4,0.281,1.992,29.8,15.2,51.0,20.8,655.1,0,0,6.9,19.1,1.64,2.0,162.6,6.59
seg_000203,45.66674633612282,-70.26154983170316,3,0,9.91,165.0,0.564,0,0,0,6.88,2.019,3,64.8,0.299,0.583,22.9,48.2,52.2,8.0,13.9,0,0,7.23,22.4,1.74,2.38,181.7,3.07
seg_000204,38.94786837217057,-68.36359965342254,2,0,6.96,11104.0,0.135,0,1,1,30.03,8.643,6,843.1,0.657,0.472,11.1,51.3,27.5,6.7,9.3,0,0,6.88,14.2,3.88,5.65,378.2,7.3
seg_000205,25.21153218718248,-103.17695889883552,5,0,59.56,53323.0,0.255,0,1,0,1.81,0.177,1,78.8,0.363,0.776,26.0,54.2,15.3,12.7,2.6,0,0,7.04,32.0,2.22,2.24,207.9,6.66
seg_000206,27.33384548591874,-71.44941078119173,6,0,31.32,1898.0,0.149,0,0,0,111.23,29.352,4,1553.1,0.713,1.198,32.9,34.8,4.9,11.3,6.0,0,0,7.46,13.9,2.81,3.17,789.3,3.4
seg_000207,40.26054068948528,-93.40016881094095,0,0,18.96,292.0,0.035,0,0,0,1.03,0.135,2,48.2,0.569,0.245,15.4,16.6,63.4,7.0,44.6,0,0,7.27,13.1,2.82,3.94,55.6,3.38
seg_000208,25.11641642846303,-109.35493697932151,5,0,88.09,1649464.0,0.114,0,0,0,2.38,0.222,1,53.3,0.528,0.839,10.2,46.7,67.6,6.7,2.1,0,0,7.33,13.7,18.56,21.76,316.7,1.58
seg_000209,28.698585182602468,-84.26087417732528,3,1,39.93,115411.0,2.666,0,1,0,6.27,1.022,1,93.0,0.437,0.225,38.6,40.9,43.3,18.3,58.1,0,0,7.98,21.2,1.75,1.97,1259.7,18.44
seg_000210,37.62087715543148,-86.78369521865828,3,0,80.75,7310.0,0.133,0,1,0,83.12,10.082,3,2291.6,0.775,1.35,29.1,39.0,35.3,12.7,46.3,0,0,7.12,7.8,5.69,6.18,335.7,3.38
seg_000211,40.913589546931945,-67.63073149169347,0,1,27.31,48.0,0.087,0,0,0,5.05,0.894,5,222.7,0.575,0.754,16.8,70.1,14.0,10.5,157.4,0,0,7.34,20.4,4.16,5.61,324.4,7.48
seg_000212,39.99510896855981,-109.62725733026157,0,0,4.46,1494.0,0.597,0,0,0,1.82,0.385,1,31.2,0.247,1.944,32.1,77.2,0.0,24.0,85.6,1,0,7.25,19.3,1.02,1.21,702.4,7.76
seg_000213,30.158194117592874,-86.02054884561935,5,0,33.76,238081.0,0.461,1,1,0,2.8,0.352,1,35.7,0.445,0.296,80.9,42.3,0.0,33.0,31.3,0,0,7.76,11.8,2.31,3.36,405.5,20.83
seg_000214,41.380122090993325,-121.98262220829209,3,0,6.75,55349.0,0.685,0,0,0,46.09,8.574,2,1556.9,0.274,1.799,44.1,68.1,0.0,30.0,946.6,0,0,6.55,13.0,4.7,6.53,132.8,4.3
seg_000215,30.4567290124264,-118.40852975559028,2,0,12.74,2369.0,0.53,0,1,0,73.62,15.198,7,2661.6,0.641,0.15,37.9,77.5,0.0,29.6,1039.2,0,0,6.75,13.9,3.43,4.3,347.4,3.59
seg_000216,32.484193057663155,-124.77273425283659,2,0,21.38,1415.0,0.126,0,1,0,6.72,1.372,3,55.4,0.35,1.344,30.8,66.7,0.0,9.6,52.0,0,0,7.52,24.5,5.33,5.86,17.5,5.73
seg_000217,42.16930231771455,-67.03128049853896,0,0,5.14,73870.0,0.347,0,1,0,31.68,8.905,2,518.8,0.21,1.901,16.2,49.0,24.1,7.5,156.9,0,0,7.76,34.5,3.51,3.61,278.8,8.35
seg_000218,39.94155667808594,-78.46812556544629,2,0,0.63,2444.0,0.097,0,1,0,6.81,1.444,1,70.6,0.797,1.444,4.8,72.9,28.5,3.8,366.7,0,0,7.38,16.8,2.27,2.54,229.2,13.95
seg_000219,44.532138441366094,-79.37006514545463,4,0,10.33,2966.0,0.155,0,0,0,5.69,0.758,1,210.4,0.483,0.158,24.3,79.0,0.0,18.5,40.1,0,0,7.74,24.1,6.9,10.13,123.2,15.05
seg_000220,40.125096522907896,-95.43588763328557,4,0,52.17,10780.0,2.168,0,0,0,7.53,0.554,1,216.7,0.221,1.349,25.5,41.7,29.2,14.0,132.7,0,0,6.53,21.4,3.33,4.91,403.4,12.37
seg_000221,38.07109787671585,-107.59610919148449,2,0,0.46,15308.0,0.652,0,1,0,13.92,2.391,7,630.5,0.473,0.648,24.3,63.5,20.0,15.8,27.9,0,0,6.51,10.9,1.94,2.89,137.8,40.38
seg_000222,27.154519660046127,-116.2266715011648,3,0,3.48,422.0,0.764,0,0,0,49.29,9.562,7,1747.4,0.364,1.486,25.1,80.2,0.0,12.7,118.6,0,0,7.33,14.8,4.66,5.35,230.9,4.47
seg_000223,33.457463470366974,-108.48886514690511,2,0,49.33,13281.0,0.015,0,1,0,3.77,0.712,1,65.1,0.636,0.959,31.2,52.5,9.3,14.8,0.6,0,0,7.52,20.8,2.97,3.87,105.9,9.98
seg_000224,31.099654456679687,-103.19366912810993,8,1,10.95,670.0,0.241,0,0,0,78.6,14.74,1,1589.3,0.205,1.275,22.8,49.8,33.5,17.0,30.3,0,0,7.43,25.9,2.46,3.43,106.5,3.46
seg_000225,30.611761797718923,-81.13401437514294,2,0,83.52,50956.0,0.405,0,0,0,25.95,3.733,1,619.7,0.282,0.145,30.7,66.0,13.0,15.7,4.6,0,0,7.51,18.7,2.72,2.99,316.5,3.06
seg_000226,47.37924275930625,-93.69961624361716,4,0,14.35,2296.0,0.081,0,0,0,8.23,2.383,2,77.6,0.412,0.633,27.5,68.5,0.0,18.7,102.1,0,0,7.09,21.5,2.81,3.29,158.9,4.45
seg_000227,34.04124766733549,-120.505949659782,6,0,47.79,9062.0,0.944,0,1,1,38.33,7.789,5,1780.6,0.438,0.674,44.6,71.2,0.0,30.8,11.9,0,0,6.49,22.5,6.35,8.19,144.0,13.23
seg_000228,45.517070769073605,-123.9543174803831,1,0,8.98,12.0,0.075,0,1,0,9.04,0.955,5,329.6,0.493,0.951,1.9,27.0,56.3,1.5,2.2,0,0,7.62,9.7,1.52,1.53,61.5,4.32
seg_000229,39.51618839793704,-119.06473358702434,1,0,1.91,20749.0,0.506,0,1,0,21.08,1.088,3,793.4,0.412,1.773,42.4,64.2,12.5,23.4,577.4,0,0,7.26,2.4,2.1,2.7,234.0,7.05
seg_000230,43.280659981457916,-101.191074605552,3,0,64.0,27672.0,0.403,0,0,1,11.0,2.119,7,381.7,0.439,0.801,10.9,64.6,12.3,4.2,7.1,0,0,7.11,21.5,8.53,8.77,151.9,3.38
seg_000231,36.560653141419415,-70.87481081115693,1,0,78.64,1441.0,0.946,0,1,0,8.93,2.113,3,222.7,0.491,1.437,15.6,75.5,13.7,9.4,12.6,0,0,7.99,23.4,4.59,5.38,243.9,4.6
seg_000232,38.26878934640626,-88.03065608986515,3,0,36.94,276.0,0.187,0,1,0,9.03,0.699,1,199.3,0.759,0.778,32.5,46.4,21.4,10.5,1.7,1,0,7.36,10.4,5.06,7.09,245.3,8.09
seg_000233,36.32790695783387,-78.49409780722013,2,0,38.63,238.0,0.177,0,0,0,6.69,1.114,4,198.9,0.516,0.482,32.4,67.8,13.4,17.4,9.9,0,0,7.11,31.1,2.88,3.56,286.1,31.22
